PERMNO,date,TICKER,CUSIP,PRC,RET
14542,2014-07-25,GOOG,02079K10,589.02002,-0.007297
14542,2014-07-28,GOOG,02079K10,590.59998,0.002682
14542,2014-07-29,GOOG,02079K10,585.60999,-0.008449
14542,2014-07-30,GOOG,02079K10,587.41998,0.003091
14542,2014-07-31,GOOG,02079K10,571.59998,-0.026931
14542,2014-08-01,GOOG,02079K10,566.07001,-0.009675
14542,2014-08-04,GOOG,02079K10,573.15002,0.012507
14542,2014-08-05,GOOG,02079K10,565.07001,-0.014098
14542,2014-08-06,GOOG,02079K10,566.37402,0.002308
14542,2014-08-07,GOOG,02079K10,563.35999,-0.005322
14542,2014-08-08,GOOG,02079K10,568.77002,0.009603
14542,2014-08-11,GOOG,02079K10,567.88,-0.001565
14542,2014-08-12,GOOG,02079K10,562.72998,-0.009069
14542,2014-08-13,GOOG,02079K10,574.78003,0.021414
14542,2014-08-14,GOOG,02079K10,574.65002,-0.000226
14542,2014-08-15,GOOG,02079K10,573.47998,-0.002036
14542,2014-08-18,GOOG,02079K10,582.15997,0.015136
14542,2014-08-19,GOOG,02079K10,586.85999,0.008073
14542,2014-08-20,GOOG,02079K10,584.48999,-0.004038
14542,2014-08-21,GOOG,02079K10,583.37,-0.001916
14542,2014-08-22,GOOG,02079K10,582.56,-0.001388
14542,2014-08-25,GOOG,02079K10,580.20001,-0.004051
14542,2014-08-26,GOOG,02079K10,577.85999,-0.004033
14542,2014-08-27,GOOG,02079K10,571,-0.011871
14542,2014-08-28,GOOG,02079K10,569.20001,-0.003152
14542,2014-08-29,GOOG,02079K10,571.59998,0.004216
14542,2014-09-02,GOOG,02079K10,577.33002,0.010025
14542,2014-09-03,GOOG,02079K10,577.94,0.001057
14542,2014-09-04,GOOG,02079K10,581.97998,0.00699
14542,2014-09-05,GOOG,02079K10,586.08002,0.007045
14542,2014-09-08,GOOG,02079K10,589.71997,0.006211
14542,2014-09-09,GOOG,02079K10,581.01001,-0.01477
14542,2014-09-10,GOOG,02079K10,583.09998,0.003597
14542,2014-09-11,GOOG,02079K10,581.34998,-0.003001
14542,2014-09-12,GOOG,02079K10,575.62,-0.009856
14542,2014-09-15,GOOG,02079K10,573.09998,-0.004378
14542,2014-09-16,GOOG,02079K10,579.95001,0.011953
14542,2014-09-17,GOOG,02079K10,584.77002,0.008311
14542,2014-09-18,GOOG,02079K10,589.27002,0.007695
14542,2014-09-19,GOOG,02079K10,596.08002,0.011557
14542,2014-09-22,GOOG,02079K10,587.37,-0.014612
14542,2014-09-23,GOOG,02079K10,581.13,-0.010624
14542,2014-09-24,GOOG,02079K10,587.98999,0.011805
14542,2014-09-25,GOOG,02079K10,575.06,-0.02199
14542,2014-09-26,GOOG,02079K10,577.09998,0.003547
14542,2014-09-29,GOOG,02079K10,576.35999,-0.001282
14542,2014-09-30,GOOG,02079K10,577.35999,0.001735
14542,2014-10-01,GOOG,02079K10,568.27002,-0.015744
14542,2014-10-02,GOOG,02079K10,570.08002,0.003185
14542,2014-10-03,GOOG,02079K10,575.28003,0.009122
14542,2014-10-06,GOOG,02079K10,577.34998,0.003598
14542,2014-10-07,GOOG,02079K10,563.73999,-0.023573
14542,2014-10-08,GOOG,02079K10,572.5,0.015539
14542,2014-10-09,GOOG,02079K10,560.88,-0.020297
14542,2014-10-10,GOOG,02079K10,544.48999,-0.029222
14542,2014-10-13,GOOG,02079K10,533.21002,-0.020717
14542,2014-10-14,GOOG,02079K10,537.94,0.008871
14542,2014-10-15,GOOG,02079K10,530.03003,-0.014704
14542,2014-10-16,GOOG,02079K10,524.51001,-0.010415
14542,2014-10-17,GOOG,02079K10,511.17001,-0.025433
14542,2014-10-20,GOOG,02079K10,520.84003,0.018917
14542,2014-10-21,GOOG,02079K10,526.53998,0.010944
14542,2014-10-22,GOOG,02079K10,532.71002,0.011718
14542,2014-10-23,GOOG,02079K10,543.97998,0.021156
14542,2014-10-24,GOOG,02079K10,539.78003,-0.007721
14542,2014-10-27,GOOG,02079K10,540.77002,0.001834
14542,2014-10-28,GOOG,02079K10,548.90002,0.015034
14542,2014-10-29,GOOG,02079K10,549.33002,0.000783
14542,2014-10-30,GOOG,02079K10,550.31,0.001784
14542,2014-10-31,GOOG,02079K10,559.08002,0.015937
14542,2014-11-03,GOOG,02079K10,555.21997,-0.006904
14542,2014-11-04,GOOG,02079K10,554.10999,-0.001999
14542,2014-11-05,GOOG,02079K10,545.91998,-0.01478
14542,2014-11-06,GOOG,02079K10,542.03998,-0.007107
14542,2014-11-07,GOOG,02079K10,541.01001,-0.0019
14542,2014-11-10,GOOG,02079K10,547.48999,0.011978
14542,2014-11-11,GOOG,02079K10,550.28998,0.005114
14542,2014-11-12,GOOG,02079K10,547.31,-0.005415
14542,2014-11-13,GOOG,02079K10,545.38,-0.003526
14542,2014-11-14,GOOG,02079K10,544.40002,-0.001797
14542,2014-11-17,GOOG,02079K10,536.51001,-0.014493
14542,2014-11-18,GOOG,02079K10,535.03003,-0.002759
14542,2014-11-19,GOOG,02079K10,536.98999,0.003663
14542,2014-11-20,GOOG,02079K10,534.83002,-0.004022
14542,2014-11-21,GOOG,02079K10,537.5,0.004992
14542,2014-11-24,GOOG,02079K10,539.27002,0.003293
14542,2014-11-25,GOOG,02079K10,541.08002,0.003356
14542,2014-11-26,GOOG,02079K10,540.37,-0.001312
14542,2014-11-28,GOOG,02079K10,541.83002,0.002702
14542,2014-12-01,GOOG,02079K10,533.79999,-0.01482
14542,2014-12-02,GOOG,02079K10,533.75,-0.000094
14542,2014-12-03,GOOG,02079K10,531.32001,-0.004553
14542,2014-12-04,GOOG,02079K10,537.31,0.011274
14542,2014-12-05,GOOG,02079K10,525.26001,-0.022427
14542,2014-12-08,GOOG,02079K10,526.97998,0.003275
14542,2014-12-09,GOOG,02079K10,533.37,0.012126
14542,2014-12-10,GOOG,02079K10,526.06,-0.013705
14542,2014-12-11,GOOG,02079K10,528.34003,0.004334
14542,2014-12-12,GOOG,02079K10,518.65997,-0.018322
14542,2014-12-15,GOOG,02079K10,513.79999,-0.00937
14542,2014-12-16,GOOG,02079K10,495.39001,-0.035831
14542,2014-12-17,GOOG,02079K10,504.89001,0.019177
14542,2014-12-18,GOOG,02079K10,511.10001,0.0123
14542,2014-12-19,GOOG,02079K10,516.34998,0.010272
14542,2014-12-22,GOOG,02079K10,524.87,0.0165
14542,2014-12-23,GOOG,02079K10,530.59003,0.010898
14542,2014-12-24,GOOG,02079K10,528.77002,-0.00343
14542,2014-12-26,GOOG,02079K10,534.03003,0.009948
14542,2014-12-29,GOOG,02079K10,530.33002,-0.006928
14542,2014-12-30,GOOG,02079K10,530.41998,0.00017
14542,2014-12-31,GOOG,02079K10,526.40002,-0.007579
14542,2015-01-02,GOOG,02079K10,524.81,-0.003021
14542,2015-01-05,GOOG,02079K10,513.87,-0.020846
14542,2015-01-06,GOOG,02079K10,501.95999,-0.023177
14542,2015-01-07,GOOG,02079K10,501.10001,-0.001713
14542,2015-01-08,GOOG,02079K10,502.67999,0.003153
14542,2015-01-09,GOOG,02079K10,496.17001,-0.012951
14542,2015-01-12,GOOG,02079K10,492.54999,-0.007296
14542,2015-01-13,GOOG,02079K10,496.17999,0.00737
14542,2015-01-14,GOOG,02079K10,500.87,0.009452
14542,2015-01-15,GOOG,02079K10,501.79001,0.001837
14542,2015-01-16,GOOG,02079K10,508.07999,0.012535
14542,2015-01-20,GOOG,02079K10,506.89999,-0.002322
14542,2015-01-21,GOOG,02079K10,518.03998,0.021977
14542,2015-01-22,GOOG,02079K10,534.39001,0.031561
14542,2015-01-23,GOOG,02079K10,539.95001,0.010404
14542,2015-01-26,GOOG,02079K10,535.21002,-0.008779
14542,2015-01-27,GOOG,02079K10,518.63,-0.030979
14542,2015-01-28,GOOG,02079K10,510,-0.01664
14542,2015-01-29,GOOG,02079K10,510.66,0.001294
14542,2015-01-30,GOOG,02079K10,534.52002,0.046724
14542,2015-02-02,GOOG,02079K10,528.47998,-0.0113
14542,2015-02-03,GOOG,02079K10,529.23999,0.001438
14542,2015-02-04,GOOG,02079K10,522.76001,-0.012244
14542,2015-02-05,GOOG,02079K10,527.58002,0.00922
14542,2015-02-06,GOOG,02079K10,531,0.006482
14542,2015-02-09,GOOG,02079K10,527.83002,-0.00597
14542,2015-02-10,GOOG,02079K10,536.94,0.017259
14542,2015-02-11,GOOG,02079K10,535.96997,-0.001807
14542,2015-02-12,GOOG,02079K10,542.92999,0.012986
14542,2015-02-13,GOOG,02079K10,549.01001,0.011199
14542,2015-02-17,GOOG,02079K10,542.84003,-0.011238
14542,2015-02-18,GOOG,02079K10,539.70001,-0.005784
14542,2015-02-19,GOOG,02079K10,542.87,0.005874
14542,2015-02-20,GOOG,02079K10,538.95001,-0.007221
14542,2015-02-23,GOOG,02079K10,531.90997,-0.013063
14542,2015-02-24,GOOG,02079K10,536.09003,0.007859
14542,2015-02-25,GOOG,02079K10,543.87,0.014512
14542,2015-02-26,GOOG,02079K10,555.47998,0.021347
14542,2015-02-27,GOOG,02079K10,558.40002,0.005257
14542,2015-03-02,GOOG,02079K10,571.34003,0.023173
14542,2015-03-03,GOOG,02079K10,573.64001,0.004026
14542,2015-03-04,GOOG,02079K10,573.37,-0.000471
14542,2015-03-05,GOOG,02079K10,575.33002,0.003418
14542,2015-03-06,GOOG,02079K10,567.685,-0.013288
14542,2015-03-09,GOOG,02079K10,568.84998,0.002052
14542,2015-03-10,GOOG,02079K10,555.01001,-0.02433
14542,2015-03-11,GOOG,02079K10,551.17999,-0.006901
14542,2015-03-12,GOOG,02079K10,555.51001,0.007856
14542,2015-03-13,GOOG,02079K10,547.32001,-0.014743
14542,2015-03-16,GOOG,02079K10,554.51001,0.013137
14542,2015-03-17,GOOG,02079K10,550.84003,-0.006618
14542,2015-03-18,GOOG,02079K10,559.5,0.015721
14542,2015-03-19,GOOG,02079K10,557.98999,-0.002699
14542,2015-03-20,GOOG,02079K10,560.35999,0.004247
14542,2015-03-23,GOOG,02079K10,558.81,-0.002766
14542,2015-03-24,GOOG,02079K10,570.19,0.020365
14542,2015-03-25,GOOG,02079K10,558.78497,-0.020002
14542,2015-03-26,GOOG,02079K10,555.16998,-0.006469
14542,2015-03-27,GOOG,02079K10,548.34003,-0.012302
14542,2015-03-30,GOOG,02079K10,552.03003,0.006729
14542,2015-03-31,GOOG,02079K10,548,-0.0073
14542,2015-04-01,GOOG,02079K10,542.56,-0.009927
14542,2015-04-02,GOOG,02079K10,535.53003,-0.012957
14542,2015-04-06,GOOG,02079K10,536.76501,0.002306
14542,2015-04-07,GOOG,02079K10,537.02002,0.000475
14542,2015-04-08,GOOG,02079K10,541.60999,0.008547
14542,2015-04-09,GOOG,02079K10,540.78003,-0.001532
14542,2015-04-10,GOOG,02079K10,540.01001,-0.001424
14542,2015-04-13,GOOG,02079K10,539.16998,-0.001556
14542,2015-04-14,GOOG,02079K10,530.39001,-0.016284
14542,2015-04-15,GOOG,02079K10,532.53003,0.004035
14542,2015-04-16,GOOG,02079K10,533.79999,0.002385
14542,2015-04-17,GOOG,02079K10,524.04999,-0.018265
14542,2015-04-20,GOOG,02079K10,535.38,0.02162
14542,2015-04-21,GOOG,02079K10,533.96997,-0.002634
14542,2015-04-22,GOOG,02079K10,539.36499,0.010104
14542,2015-04-23,GOOG,02079K10,547,0.014156
14542,2015-04-24,GOOG,02079K10,565.06,0.033016
14542,2015-04-27,GOOG,02079K10,555.37,-0.01445
14542,2015-04-28,GOOG,02079K10,553.67999,-0.003043
14542,2015-04-29,GOOG,02079K10,549.08002,-0.008308
14542,2015-04-30,GOOG,02079K10,537.34003,-0.021381
14542,2015-05-01,GOOG,02079K10,537.90002,0.001042
14542,2015-05-04,GOOG,02079K10,540.78003,0.005354
14542,2015-05-05,GOOG,02079K10,530.79999,-0.018455
14542,2015-05-06,GOOG,02079K10,524.21997,-0.012396
14542,2015-05-07,GOOG,02079K10,530.70001,0.012361
14542,2015-05-08,GOOG,02079K10,538.21997,0.01417
14542,2015-05-11,GOOG,02079K10,535.70001,-0.004682
14542,2015-05-12,GOOG,02079K10,529.03998,-0.012432
14542,2015-05-13,GOOG,02079K10,529.62,0.001096
14542,2015-05-14,GOOG,02079K10,538.40002,0.016578
14542,2015-05-15,GOOG,02079K10,533.84998,-0.008451
14542,2015-05-18,GOOG,02079K10,532.29999,-0.002903
14542,2015-05-19,GOOG,02079K10,537.35999,0.009506
14542,2015-05-20,GOOG,02079K10,539.27002,0.003554
14542,2015-05-21,GOOG,02079K10,542.51001,0.006008
14542,2015-05-22,GOOG,02079K10,540.10999,-0.004424
14542,2015-05-26,GOOG,02079K10,532.32001,-0.014423
14542,2015-05-27,GOOG,02079K10,539.78998,0.014033
14542,2015-05-28,GOOG,02079K10,539.78003,-0.000018
14542,2015-05-29,GOOG,02079K10,532.10999,-0.01421
14542,2015-06-01,GOOG,02079K10,533.98999,0.003533
14542,2015-06-02,GOOG,02079K10,539.17999,0.009719
14542,2015-06-03,GOOG,02079K10,540.31,0.002096
14542,2015-06-04,GOOG,02079K10,536.70001,-0.006681
14542,2015-06-05,GOOG,02079K10,533.33002,-0.006279
14542,2015-06-08,GOOG,02079K10,526.83002,-0.012188
14542,2015-06-09,GOOG,02079K10,526.69,-0.000266
14542,2015-06-10,GOOG,02079K10,536.69,0.018987
14542,2015-06-11,GOOG,02079K10,534.60999,-0.003876
14542,2015-06-12,GOOG,02079K10,532.33002,-0.004265
14542,2015-06-15,GOOG,02079K10,527.20001,-0.009637
14542,2015-06-16,GOOG,02079K10,528.15002,0.001802
14542,2015-06-17,GOOG,02079K10,529.26001,0.002102
14542,2015-06-18,GOOG,02079K10,536.72998,0.014114
14542,2015-06-19,GOOG,02079K10,536.69,-0.000074
14542,2015-06-22,GOOG,02079K10,538.19,0.002795
14542,2015-06-23,GOOG,02079K10,540.47998,0.004255
14542,2015-06-24,GOOG,02079K10,537.84003,-0.004884
14542,2015-06-25,GOOG,02079K10,535.22998,-0.004853
14542,2015-06-26,GOOG,02079K10,531.69,-0.006614
14542,2015-06-29,GOOG,02079K10,521.52002,-0.019128
14542,2015-06-30,GOOG,02079K10,520.51001,-0.001937
14542,2015-07-01,GOOG,02079K10,521.84003,0.002555
14542,2015-07-02,GOOG,02079K10,523.40002,0.002989
14542,2015-07-06,GOOG,02079K10,522.85999,-0.001032
14542,2015-07-07,GOOG,02079K10,525.02002,0.004131
14542,2015-07-08,GOOG,02079K10,516.83002,-0.015599
14542,2015-07-09,GOOG,02079K10,520.67999,0.007449
14542,2015-07-10,GOOG,02079K10,530.13,0.018149
14542,2015-07-13,GOOG,02079K10,546.54999,0.030974
14542,2015-07-14,GOOG,02079K10,561.09998,0.026622
14542,2015-07-15,GOOG,02079K10,560.21997,-0.001568
14542,2015-07-16,GOOG,02079K10,579.84998,0.03504
14542,2015-07-17,GOOG,02079K10,672.92999,0.160524
14542,2015-07-20,GOOG,02079K10,663.02002,-0.014727
14542,2015-07-21,GOOG,02079K10,662.29999,-0.001086
14542,2015-07-22,GOOG,02079K10,662.09998,-0.000302
14542,2015-07-23,GOOG,02079K10,644.28003,-0.026914
14542,2015-07-24,GOOG,02079K10,623.56,-0.03216
14542,2015-07-27,GOOG,02079K10,627.26001,0.005934
14542,2015-07-28,GOOG,02079K10,628,0.00118
14542,2015-07-29,GOOG,02079K10,631.92999,0.006258
14542,2015-07-30,GOOG,02079K10,632.59003,0.001044
14542,2015-07-31,GOOG,02079K10,625.60999,-0.011034
14542,2015-08-03,GOOG,02079K10,631.21002,0.008951
14542,2015-08-04,GOOG,02079K10,629.25,-0.003105
14542,2015-08-05,GOOG,02079K10,643.78003,0.023091
14542,2015-08-06,GOOG,02079K10,642.67999,-0.001709
14542,2015-08-07,GOOG,02079K10,635.29999,-0.011483
14542,2015-08-10,GOOG,02079K10,633.72998,-0.002471
14542,2015-08-11,GOOG,02079K10,660.78003,0.042684
14542,2015-08-12,GOOG,02079K10,659.56,-0.001846
14542,2015-08-13,GOOG,02079K10,656.45001,-0.004715
14542,2015-08-14,GOOG,02079K10,657.12,0.001021
14542,2015-08-17,GOOG,02079K10,660.87,0.005707
14542,2015-08-18,GOOG,02079K10,656.13,-0.007172
14542,2015-08-19,GOOG,02079K10,660.90002,0.00727
14542,2015-08-20,GOOG,02079K10,646.83002,-0.021289
14542,2015-08-21,GOOG,02079K10,612.47998,-0.053105
14542,2015-08-24,GOOG,02079K10,589.60999,-0.03734
14542,2015-08-25,GOOG,02079K10,582.06,-0.012805
14542,2015-08-26,GOOG,02079K10,628.62,0.079992
14542,2015-08-27,GOOG,02079K10,637.60999,0.014301
14542,2015-08-28,GOOG,02079K10,630.38,-0.011339
14542,2015-08-31,GOOG,02079K10,618.25,-0.019242
14542,2015-09-01,GOOG,02079K10,597.78998,-0.033093
14542,2015-09-02,GOOG,02079K10,614.34003,0.027685
14542,2015-09-03,GOOG,02079K10,606.25,-0.013169
14542,2015-09-04,GOOG,02079K10,600.70001,-0.009155
14542,2015-09-08,GOOG,02079K10,614.65997,0.023239
14542,2015-09-09,GOOG,02079K10,612.71997,-0.003156
14542,2015-09-10,GOOG,02079K10,621.34998,0.014085
14542,2015-09-11,GOOG,02079K10,625.77002,0.007114
14542,2015-09-14,GOOG,02079K10,623.23999,-0.004043
14542,2015-09-15,GOOG,02079K10,635.14001,0.019094
14542,2015-09-16,GOOG,02079K10,635.97998,0.001322
14542,2015-09-17,GOOG,02079K10,642.90002,0.010881
14542,2015-09-18,GOOG,02079K10,629.25,-0.021232
14542,2015-09-21,GOOG,02079K10,635.44,0.009837
14542,2015-09-22,GOOG,02079K10,622.69,-0.020065
14542,2015-09-23,GOOG,02079K10,622.35999,-0.00053
14542,2015-09-24,GOOG,02079K10,625.79999,0.005527
14542,2015-09-25,GOOG,02079K10,611.96997,-0.0221
14542,2015-09-28,GOOG,02079K10,594.89001,-0.02791
14542,2015-09-29,GOOG,02079K10,594.96997,0.000134
14542,2015-09-30,GOOG,02079K10,608.41998,0.022606
14542,2015-10-01,GOOG,02079K10,611.28998,0.004717
14542,2015-10-02,GOOG,02079K10,626.90997,0.025553
14542,2015-10-05,GOOG,02079K10,641.46997,0.023225
14542,2015-10-06,GOOG,02079K10,645.44,0.006189
14542,2015-10-07,GOOG,02079K10,642.35999,-0.004772
14542,2015-10-08,GOOG,02079K10,639.15997,-0.004982
14542,2015-10-09,GOOG,02079K10,643.60999,0.006962
14542,2015-10-12,GOOG,02079K10,646.66998,0.004754
14542,2015-10-13,GOOG,02079K10,652.29999,0.008706
14542,2015-10-14,GOOG,02079K10,651.15997,-0.001748
14542,2015-10-15,GOOG,02079K10,661.73999,0.016248
14542,2015-10-16,GOOG,02079K10,662.20001,0.000695
14542,2015-10-19,GOOG,02079K10,666.09998,0.005889
14542,2015-10-20,GOOG,02079K10,650.28003,-0.02375
14542,2015-10-21,GOOG,02079K10,642.60999,-0.011795
14542,2015-10-22,GOOG,02079K10,651.78998,0.014285
14542,2015-10-23,GOOG,02079K10,702,0.077034
14542,2015-10-26,GOOG,02079K10,712.78003,0.015356
14542,2015-10-27,GOOG,02079K10,708.48999,-0.006019
14542,2015-10-28,GOOG,02079K10,712.95001,0.006295
14542,2015-10-29,GOOG,02079K10,716.91998,0.005568
14542,2015-10-30,GOOG,02079K10,710.81,-0.008523
14542,2015-11-02,GOOG,02079K10,721.10999,0.01449
14542,2015-11-03,GOOG,02079K10,722.15997,0.001456
14542,2015-11-04,GOOG,02079K10,728.10999,0.008239
14542,2015-11-05,GOOG,02079K10,731.25,0.004313
14542,2015-11-06,GOOG,02079K10,733.76001,0.003432
14542,2015-11-09,GOOG,02079K10,724.89001,-0.012088
14542,2015-11-10,GOOG,02079K10,728.32001,0.004732
14542,2015-11-11,GOOG,02079K10,735.40002,0.009721
14542,2015-11-12,GOOG,02079K10,731.22998,-0.00567
14542,2015-11-13,GOOG,02079K10,717,-0.01946
14542,2015-11-16,GOOG,02079K10,728.96002,0.016681
14542,2015-11-17,GOOG,02079K10,725.29999,-0.005021
14542,2015-11-18,GOOG,02079K10,740,0.020267
14542,2015-11-19,GOOG,02079K10,738.40997,-0.002149
14542,2015-11-20,GOOG,02079K10,756.59998,0.024634
14542,2015-11-23,GOOG,02079K10,755.97998,-0.000819
14542,2015-11-24,GOOG,02079K10,748.28003,-0.010185
14542,2015-11-25,GOOG,02079K10,748.15002,-0.000174
14542,2015-11-27,GOOG,02079K10,750.26001,0.00282
14542,2015-11-30,GOOG,02079K10,742.59998,-0.01021
14542,2015-12-01,GOOG,02079K10,767.03998,0.032911
14542,2015-12-02,GOOG,02079K10,762.38,-0.006075
14542,2015-12-03,GOOG,02079K10,752.53998,-0.012907
14542,2015-12-04,GOOG,02079K10,766.81,0.018962
14542,2015-12-07,GOOG,02079K10,763.25,-0.004643
14542,2015-12-08,GOOG,02079K10,762.37,-0.001153
14542,2015-12-09,GOOG,02079K10,751.60999,-0.014114
14542,2015-12-10,GOOG,02079K10,749.46002,-0.00286
14542,2015-12-11,GOOG,02079K10,738.87,-0.01413
14542,2015-12-14,GOOG,02079K10,747.77002,0.012045
14542,2015-12-15,GOOG,02079K10,743.40002,-0.005844
14542,2015-12-16,GOOG,02079K10,758.09003,0.019761
14542,2015-12-17,GOOG,02079K10,749.42999,-0.011423
14542,2015-12-18,GOOG,02079K10,739.31,-0.013504
14542,2015-12-21,GOOG,02079K10,747.77002,0.011443
14542,2015-12-22,GOOG,02079K10,750,0.002982
14542,2015-12-23,GOOG,02079K10,750.31,0.000413
14542,2015-12-24,GOOG,02079K10,748.40002,-0.002546
14542,2015-12-28,GOOG,02079K10,762.51001,0.018854
14542,2015-12-29,GOOG,02079K10,776.59998,0.018478
14542,2015-12-30,GOOG,02079K10,771,-0.007211
14542,2015-12-31,GOOG,02079K10,758.88,-0.01572
14542,2016-01-04,GOOG,02079K10,741.84003,-0.022454
14542,2016-01-05,GOOG,02079K10,742.58002,0.000998
14542,2016-01-06,GOOG,02079K10,743.62,0.0014
14542,2016-01-07,GOOG,02079K10,726.39001,-0.02317
14542,2016-01-08,GOOG,02079K10,714.46997,-0.01641
14542,2016-01-11,GOOG,02079K10,716.03003,0.002184
14542,2016-01-12,GOOG,02079K10,726.07001,0.014022
14542,2016-01-13,GOOG,02079K10,700.56,-0.035134
14542,2016-01-14,GOOG,02079K10,714.71997,0.020212
14542,2016-01-15,GOOG,02079K10,694.45001,-0.028361
14542,2016-01-19,GOOG,02079K10,701.78998,0.010569
14542,2016-01-20,GOOG,02079K10,698.45001,-0.004759
14542,2016-01-21,GOOG,02079K10,706.59003,0.011654
14542,2016-01-22,GOOG,02079K10,725.25,0.026408
14542,2016-01-25,GOOG,02079K10,711.66998,-0.018725
14542,2016-01-26,GOOG,02079K10,713.03998,0.001925
14542,2016-01-27,GOOG,02079K10,699.98999,-0.018302
14542,2016-01-28,GOOG,02079K10,730.96002,0.044244
14542,2016-01-29,GOOG,02079K10,742.95001,0.016403
14542,2016-02-01,GOOG,02079K10,752,0.012181
