PERMNO,date,TICKER,COMNAM,CUSIP,PRC,RET,SHROUT,vwretd,ewretd
84398,02/01/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,109.06000,0.015551,612980,0.015087,0.011349
84398,02/02/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,110.38000,0.012103,612980,0.012228,0.008665
84398,02/03/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,109.83000,-0.004983,612980,-0.004966,-0.003824
84398,02/04/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,106.44000,-0.030866,612980,-0.031957,-0.028128
84398,02/05/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,106.66000,0.002067,612980,0.002661,0.000458
84398,02/08/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,105.89000,-0.007219,612980,-0.008230,-0.005335
84398,02/09/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,107.22000,0.012560,612980,0.013881,0.011905
84398,02/10/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,107.01000,-0.001959,612980,-0.001473,0.000019
84398,02/11/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,108.13000,0.010466,612980,0.012091,0.012798
84398,02/12/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,108.04000,-0.000832,612980,-0.000656,0.003119
84398,02/16/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,109.74000,0.015735,612980,0.017966,0.014446
84398,02/17/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,110.26000,0.004739,612980,0.004660,0.005052
84398,02/18/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,110.91000,0.005895,612980,0.006188,0.004381
84398,02/19/2010,SPY,SPDR S & P 500 E T F TRUST,78462F10,111.14000,0.002074,612980,0.002455,0.001958
