PERMNO,date,TICKER,COMNAM,CUSIP,HSICIG,PRC,RET,SHROUT,vwretd,ewretd
86451,29/05/2009,XLV,SECTOR SPDR TRUST,81369Y20,,25.83000,0.068238,90260,0.067788,0.102330
86451,30/06/2009,XLV,SECTOR SPDR TRUST,81369Y20,,26.31000,0.023600,74360,-0.003098,0.023921
86451,31/07/2009,XLV,SECTOR SPDR TRUST,81369Y20,,27.87000,0.059293,76860,0.081719,0.085217
86451,31/08/2009,XLV,SECTOR SPDR TRUST,81369Y20,,28.62000,0.026911,68910,0.031459,0.056864
86451,30/09/2009,XLV,SECTOR SPDR TRUST,81369Y20,,28.67000,0.006190,69110,0.045222,0.071255
86451,30/10/2009,XLV,SECTOR SPDR TRUST,81369Y20,,28.07000,-0.020928,68120,-0.027993,-0.050612
86451,30/11/2009,XLV,SECTOR SPDR TRUST,81369Y20,,30.68000,0.092982,74820,0.057098,0.028476
86451,31/12/2009,XLV,SECTOR SPDR TRUST,81369Y20,,31.07000,0.018299,93620,0.028419,0.055001
86451,29/01/2010,XLV,SECTOR SPDR TRUST,81369Y20,,31.28000,0.006759,92470,-0.037096,-0.011388
86451,26/02/2010,XLV,SECTOR SPDR TRUST,81369Y20,,31.40000,0.003836,87770,0.034774,0.033603
86451,31/03/2010,XLV,SECTOR SPDR TRUST,81369Y20,,32.13000,0.026689,91620,0.063606,0.069289
86451,30/04/2010,XLV,SECTOR SPDR TRUST,81369Y20,,30.88000,-0.038905,79070,0.020043,0.057843
86451,28/05/2010,XLV,SECTOR SPDR TRUST,81369Y20,,28.87000,-0.065091,83970,-0.079136,-0.076929
86451,30/06/2010,XLV,SECTOR SPDR TRUST,81369Y20,,28.20000,-0.017968,95370,-0.050725,-0.056799
86451,30/07/2010,XLV,SECTOR SPDR TRUST,81369Y20,,28.57000,0.013121,95820,0.070292,0.059940
86451,31/08/2010,XLV,SECTOR SPDR TRUST,81369Y20,,28.10000,-0.016451,87420,-0.042813,-0.047566
86451,30/09/2010,XLV,SECTOR SPDR TRUST,81369Y20,,30.49000,0.090533,90520,0.091518,0.096418
86451,29/10/2010,XLV,SECTOR SPDR TRUST,81369Y20,,31.17000,0.022302,88320,0.038531,0.040681
86451,30/11/2010,XLV,SECTOR SPDR TRUST,81369Y20,,30.27000,-0.028874,88970,0.005108,0.010736
86451,31/12/2010,XLV,SECTOR SPDR TRUST,81369Y20,,31.50000,0.046063,84070,0.067150,0.068851
86451,31/01/2011,XLV,SECTOR SPDR TRUST,81369Y20,,31.68000,0.005714,87970,0.019157,0.014412
86451,28/02/2011,XLV,SECTOR SPDR TRUST,81369Y20,,32.66900,0.031218,80020,0.038165,0.037036
86451,31/03/2011,XLV,SECTOR SPDR TRUST,81369Y20,,33.11000,0.017942,90970,0.003366,0.008605
86451,29/04/2011,XLV,SECTOR SPDR TRUST,81369Y20,,35.24000,0.064331,95920,0.028688,0.019203
86451,31/05/2011,XLV,SECTOR SPDR TRUST,81369Y20,,36.11000,0.024688,105470,-0.014935,-0.018549
86451,30/06/2011,XLV,SECTOR SPDR TRUST,81369Y20,,35.53000,-0.011357,119270,-0.018395,-0.024106
86451,29/07/2011,XLV,SECTOR SPDR TRUST,81369Y20,,34.12000,-0.039685,113370,-0.022470,-0.021813
86451,31/08/2011,XLV,SECTOR SPDR TRUST,81369Y20,,33.40000,-0.021102,103670,-0.057472,-0.075715
86451,30/09/2011,XLV,SECTOR SPDR TRUST,81369Y20,,31.73000,-0.044691,129020,-0.084873,-0.100920
86451,31/10/2011,XLV,SECTOR SPDR TRUST,81369Y20,,33.56000,0.057674,122270,0.113977,0.107697
86451,30/11/2011,XLV,SECTOR SPDR TRUST,81369Y20,,33.88000,0.009535,126920,-0.006226,-0.020645
86451,30/12/2011,XLV,SECTOR SPDR TRUST,81369Y20,,34.69000,0.029468,102120,0.003702,-0.003561
86451,31/01/2012,XLV,SECTOR SPDR TRUST,81369Y20,,35.80000,0.031998,102120,0.054076,0.085342
86451,29/02/2012,XLV,SECTOR SPDR TRUST,81369Y20,,36.18000,0.010615,102120,0.041186,0.036494
86451,30/03/2012,XLV,SECTOR SPDR TRUST,81369Y20,,37.61000,0.044679,111115,0.023994,0.017608
86451,30/04/2012,XLV,SECTOR SPDR TRUST,81369Y20,,37.51000,-0.002659,116665,-0.006801,-0.009106
86451,31/05/2012,XLV,SECTOR SPDR TRUST,81369Y20,,36.15000,-0.036257,118165,-0.065531,-0.068434
86451,29/06/2012,XLV,SECTOR SPDR TRUST,81369Y20,,38.00500,0.056809,127265,0.038156,0.034188
86451,31/07/2012,XLV,SECTOR SPDR TRUST,81369Y20,,38.39000,0.010130,128015,0.010266,-0.003281
86451,31/08/2012,XLV,SECTOR SPDR TRUST,81369Y20,,38.84000,0.011722,121315,0.026265,0.024820
86451,28/09/2012,XLV,SECTOR SPDR TRUST,81369Y20,,40.12000,0.038066,124715,0.026539,0.034925
86451,31/10/2012,XLV,SECTOR SPDR TRUST,81369Y20,,40.02890,-0.002271,135165,-0.014101,-0.013477
86451,30/11/2012,XLV,SECTOR SPDR TRUST,81369Y20,,40.24000,0.005274,138115,0.006193,0.002790
86451,31/12/2012,XLV,SECTOR SPDR TRUST,81369Y20,,39.88050,-0.003494,139515,0.012531,0.021872
86451,31/01/2013,XLV,SECTOR SPDR TRUST,81369Y20,,42.91000,0.075964,139465,0.054094,0.063509
86451,28/02/2013,XLV,SECTOR SPDR TRUST,81369Y20,,43.45000,0.012585,144215,0.008332,0.003500
86451,28/03/2013,XLV,SECTOR SPDR TRUST,81369Y20,,46.00900,0.063364,153815,0.035274,0.031419
86451,30/04/2013,XLV,SECTOR SPDR TRUST,81369Y20,,47.33000,0.028712,168215,0.014945,0.002477
86451,31/05/2013,XLV,SECTOR SPDR TRUST,81369Y20,,48.11000,0.016480,144465,0.019067,0.023985
86451,28/06/2013,XLV,SECTOR SPDR TRUST,81369Y20,,47.61000,-0.005982,147265,-0.015039,-0.013012
86451,31/07/2013,XLV,SECTOR SPDR TRUST,81369Y20,,51.02000,0.071624,144065,0.052681,0.054898
86451,30/08/2013,XLV,SECTOR SPDR TRUST,81369Y20,,49.22000,-0.035280,146565,-0.025714,-0.017278
86451,30/09/2013,XLV,SECTOR SPDR TRUST,81369Y20,,50.59000,0.032160,148715,0.037477,0.051828
86451,31/10/2013,XLV,SECTOR SPDR TRUST,81369Y20,,52.77000,0.043092,150115,0.039852,0.025762
86451,29/11/2013,XLV,SECTOR SPDR TRUST,81369Y20,,55.26000,0.047186,159615,0.024947,0.023398
86451,31/12/2013,XLV,SECTOR SPDR TRUST,81369Y20,,55.44000,0.007329,153265,0.026126,0.025242
86451,31/01/2014,XLV,SECTOR SPDR TRUST,81369Y20,,55.96000,0.009380,155065,-0.029957,-0.001282
86451,28/02/2014,XLV,SECTOR SPDR TRUST,81369Y20,,59.44000,0.062187,165465,0.046173,0.044257
86451,31/03/2014,XLV,SECTOR SPDR TRUST,81369Y20,,58.49000,-0.012539,163115,0.004469,0.001028
86451,30/04/2014,XLV,SECTOR SPDR TRUST,81369Y20,,58.12000,-0.006326,164565,0.001661,-0.022319
86451,30/05/2014,XLV,SECTOR SPDR TRUST,81369Y20,,59.79000,0.028734,158265,0.020219,0.006647
86451,30/06/2014,XLV,SECTOR SPDR TRUST,81369Y20,,60.83000,0.021177,165015,0.027941,0.039501
86451,31/07/2014,XLV,SECTOR SPDR TRUST,81369Y20,,60.91000,0.001315,159665,-0.020523,-0.035223
86451,29/08/2014,XLV,SECTOR SPDR TRUST,81369Y20,,63.86000,0.048432,169965,0.040186,0.033697
86451,30/09/2014,XLV,SECTOR SPDR TRUST,81369Y20,,63.91000,0.004397,174265,-0.025129,-0.044988
86451,31/10/2014,XLV,SECTOR SPDR TRUST,81369Y20,,67.27000,0.052574,173065,0.021184,0.014199
86451,28/11/2014,XLV,SECTOR SPDR TRUST,81369Y20,,69.61000,0.034785,181315,0.021150,-0.002457
86451,31/12/2014,XLV,SECTOR SPDR TRUST,81369Y20,,68.38000,-0.013939,175315,-0.003616,-0.000190
86451,30/01/2015,XLV,SECTOR SPDR TRUST,81369Y20,,69.27000,0.013015,187915,-0.027152,-0.019073
86451,27/02/2015,XLV,SECTOR SPDR TRUST,81369Y20,,72.24000,0.042876,182565,0.055948,0.054123
86451,31/03/2015,XLV,SECTOR SPDR TRUST,81369Y20,,72.50000,0.006485,194865,-0.010439,-0.005112
86451,30/04/2015,XLV,SECTOR SPDR TRUST,81369Y20,,71.70900,-0.010910,187265,0.008723,0.015127
86451,29/05/2015,XLV,SECTOR SPDR TRUST,81369Y20,,74.94000,0.045057,193465,0.010326,0.003962
86451,30/06/2015,XLV,SECTOR SPDR TRUST,81369Y20,,74.39000,-0.003851,202365,-0.019259,-0.013473
86451,31/07/2015,XLV,SECTOR SPDR TRUST,81369Y20,,76.59000,0.029574,212915,0.012095,-0.027144
86451,31/08/2015,XLV,SECTOR SPDR TRUST,81369Y20,,70.49000,-0.079645,199465,-0.059996,-0.047295
86451,30/09/2015,XLV,SECTOR SPDR TRUST,81369Y20,,66.23000,-0.056735,180065,-0.033738,-0.049922
86451,30/10/2015,XLV,SECTOR SPDR TRUST,81369Y20,,71.34000,0.077155,198215,0.073963,0.052873
86451,30/11/2015,XLV,SECTOR SPDR TRUST,81369Y20,,71.11000,-0.003224,193115,0.002442,0.007333
86451,31/12/2015,XLV,SECTOR SPDR TRUST,81369Y20,,72.03000,0.017196,193365,-0.022257,-0.035887
86451,29/01/2016,XLV,SECTOR SPDR TRUST,81369Y20,,66.47000,-0.077190,195615,-0.057035,-0.074951
86451,29/02/2016,XLV,SECTOR SPDR TRUST,81369Y20,,66.22920,-0.003623,184665,0.000682,0.005557
86451,31/03/2016,XLV,SECTOR SPDR TRUST,81369Y20,,67.78000,0.026989,170815,0.070460,0.078191
86451,29/04/2016,XLV,SECTOR SPDR TRUST,81369Y20,,69.79080,0.029667,180015,0.011799,0.039834
86451,31/05/2016,XLV,SECTOR SPDR TRUST,81369Y20,,71.35000,0.022341,175565,0.014296,-0.000617
86451,30/06/2016,XLV,SECTOR SPDR TRUST,81369Y20,,71.70500,0.008973,173665,0.003123,0.005839
86451,29/07/2016,XLV,SECTOR SPDR TRUST,81369Y20,,75.20000,0.048741,176665,0.038740,0.049867
86451,31/08/2016,XLV,SECTOR SPDR TRUST,81369Y20,,72.76000,-0.032447,176315,0.002787,0.013067
86451,30/09/2016,XLV,SECTOR SPDR TRUST,81369Y20,,72.11000,-0.005106,173715,0.003016,0.015373
86451,31/10/2016,XLV,SECTOR SPDR TRUST,81369Y20,,67.36000,-0.065872,168865,-0.021590,-0.039941
86451,30/11/2016,XLV,SECTOR SPDR TRUST,81369Y20,,68.75000,0.020635,195815,0.040415,0.050505
86451,30/12/2016,XLV,SECTOR SPDR TRUST,81369Y20,,68.94000,0.007206,195565,0.018775,0.015889
86451,31/01/2017,XLV,SECTOR SPDR TRUST,81369Y20,,70.52000,0.022918,192965,0.022177,0.025931
86451,28/02/2017,XLV,SECTOR SPDR TRUST,81369Y20,,74.99000,0.063386,213815,0.032638,0.017130
86451,31/03/2017,XLV,SECTOR SPDR TRUST,81369Y20,,74.36000,-0.004749,212715,0.002089,0.006390
86451,28/04/2017,XLV,SECTOR SPDR TRUST,81369Y20,,75.50000,0.015331,213065,0.009612,0.003684
86451,31/05/2017,XLV,SECTOR SPDR TRUST,81369Y20,,76.08000,0.007682,213115,0.009340,-0.011327
86451,30/06/2017,XLV,SECTOR SPDR TRUST,81369Y20,,79.24000,0.045581,221065,0.009460,0.022916
86451,31/07/2017,XLV,SECTOR SPDR TRUST,81369Y20,,79.89000,0.008203,223465,0.020327,0.009110
86451,31/08/2017,XLV,SECTOR SPDR TRUST,81369Y20,,81.29000,0.017524,215065,0.001591,-0.008749
86451,29/09/2017,XLV,SECTOR SPDR TRUST,81369Y20,,81.73000,0.009162,218665,0.023704,0.046757
86451,31/10/2017,XLV,SECTOR SPDR TRUST,81369Y20,,81.11000,-0.007586,213715,0.019264,0.002211
86451,30/11/2017,XLV,SECTOR SPDR TRUST,81369Y20,,83.47000,0.029096,208665,0.027269,0.020836
86451,29/12/2017,XLV,SECTOR SPDR TRUST,81369Y20,,82.68000,-0.005504,200665,0.012163,0.014220
86452,31/01/2000,XLP,SECTOR SPDR TRUST,81369Y30,,23.23438,0.008820,9850,-0.039607,0.050642
86452,29/02/2000,XLP,SECTOR SPDR TRUST,81369Y30,,20.51563,-0.117014,9850,0.031782,0.120481
86452,31/03/2000,XLP,SECTOR SPDR TRUST,81369Y30,,21.21875,0.037603,9850,0.053499,-0.000464
86452,28/04/2000,XLP,SECTOR SPDR TRUST,81369Y30,,22.34375,0.053019,9850,-0.059527,-0.088473
86452,31/05/2000,XLP,SECTOR SPDR TRUST,81369Y30,,23.93750,0.071329,9850,-0.038870,-0.057337
86452,30/06/2000,XLP,SECTOR SPDR TRUST,81369Y30,,25.23438,0.056547,9850,0.051603,0.079304
86452,31/07/2000,XLP,SECTOR SPDR TRUST,81369Y30,,24.31250,-0.036533,12250,-0.017712,-0.019303
86452,31/08/2000,XLP,SECTOR SPDR TRUST,81369Y30,,24.01563,-0.012211,2800,0.075007,0.059300
86452,29/09/2000,XLP,SECTOR SPDR TRUST,81369Y30,,24.98438,0.044097,2800,-0.051144,-0.040045
86452,31/10/2000,XLP,SECTOR SPDR TRUST,81369Y30,,26.71875,0.069418,2800,-0.024495,-0.066833
86452,30/11/2000,XLP,SECTOR SPDR TRUST,81369Y30,,27.64063,0.034503,2800,-0.102373,-0.118569
86452,29/12/2000,XLP,SECTOR SPDR TRUST,81369Y30,,28.56250,0.036274,2800,0.020423,-0.007053
86452,31/01/2001,XLP,SECTOR SPDR TRUST,81369Y30,,26.48000,-0.072910,2800,0.039599,0.225038
86452,28/02/2001,XLP,SECTOR SPDR TRUST,81369Y30,,26.64000,0.006042,2800,-0.099103,-0.074519
86452,30/03/2001,XLP,SECTOR SPDR TRUST,81369Y30,,24.72000,-0.069352,2800,-0.070393,-0.072702
86452,30/04/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.20000,0.019418,2800,0.083831,0.076441
86452,31/05/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.57000,0.014682,9000,0.010455,0.062199
86452,29/06/2001,XLP,SECTOR SPDR TRUST,81369Y30,,24.31000,-0.046122,9000,-0.017553,0.007726
86452,31/07/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.05000,0.030440,9000,-0.018298,-0.028403
86452,31/08/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.17000,0.004790,9000,-0.058982,-0.035013
86452,28/09/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.06000,-0.001300,9000,-0.091485,-0.127787
86452,31/10/2001,XLP,SECTOR SPDR TRUST,81369Y30,,24.90000,-0.006385,9000,0.027836,0.078125
86452,30/11/2001,XLP,SECTOR SPDR TRUST,81369Y30,,26.00000,0.044177,14100,0.078777,0.080799
86452,31/12/2001,XLP,SECTOR SPDR TRUST,81369Y30,,25.40000,-0.019614,14100,0.017852,0.057768
86452,31/01/2002,XLP,SECTOR SPDR TRUST,81369Y30,,25.23000,-0.006693,15950,-0.015975,0.018192
86452,28/02/2002,XLP,SECTOR SPDR TRUST,81369Y30,,25.76000,0.021007,16100,-0.021696,-0.033066
86452,28/03/2002,XLP,SECTOR SPDR TRUST,81369Y30,,26.10000,0.016096,13200,0.044678,0.074653
86452,30/04/2002,XLP,SECTOR SPDR TRUST,81369Y30,,25.13000,-0.037165,13400,-0.049618,-0.003165
86452,31/05/2002,XLP,SECTOR SPDR TRUST,81369Y30,,24.85000,-0.011142,13100,-0.010521,-0.015507
86452,28/06/2002,XLP,SECTOR SPDR TRUST,81369Y30,,22.25000,-0.101724,12750,-0.070249,-0.067317
86452,31/07/2002,XLP,SECTOR SPDR TRUST,81369Y30,,21.30000,-0.042697,13000,-0.081149,-0.107497
86452,30/08/2002,XLP,SECTOR SPDR TRUST,81369Y30,,21.47000,0.007981,10950,0.007979,0.006337
86452,30/09/2002,XLP,SECTOR SPDR TRUST,81369Y30,,19.79000,-0.072099,10350,-0.099920,-0.084490
86452,31/10/2002,XLP,SECTOR SPDR TRUST,81369Y30,,20.56000,0.038908,10350,0.074923,0.042773
86452,29/11/2002,XLP,SECTOR SPDR TRUST,81369Y30,,19.99000,-0.027724,10350,0.061271,0.117775
86452,31/12/2002,XLP,SECTOR SPDR TRUST,81369Y30,,19.94000,0.002765,11500,-0.053313,-0.040159
86452,31/01/2003,XLP,SECTOR SPDR TRUST,81369Y30,,19.26000,-0.034102,12350,-0.023392,0.006068
86452,28/02/2003,XLP,SECTOR SPDR TRUST,81369Y30,,18.67000,-0.030633,11450,-0.015390,-0.021448
86452,31/03/2003,XLP,SECTOR SPDR TRUST,81369Y30,,18.57000,0.000252,11200,0.010325,0.009434
86452,30/04/2003,XLP,SECTOR SPDR TRUST,81369Y30,,19.12000,0.029618,11700,0.082762,0.098231
86452,30/05/2003,XLP,SECTOR SPDR TRUST,81369Y30,,20.06000,0.049163,12400,0.063471,0.133177
86452,30/06/2003,XLP,SECTOR SPDR TRUST,81369Y30,,20.16000,0.009560,13150,0.016336,0.049745
86452,31/07/2003,XLP,SECTOR SPDR TRUST,81369Y30,,20.13000,-0.001488,13550,0.023112,0.061927
86452,29/08/2003,XLP,SECTOR SPDR TRUST,81369Y30,,20.47000,0.016890,13750,0.024966,0.047429
86452,30/09/2003,XLP,SECTOR SPDR TRUST,81369Y30,,20.32000,-0.003848,13600,-0.009112,0.025239
86452,31/10/2003,XLP,SECTOR SPDR TRUST,81369Y30,,21.24000,0.045276,12400,0.060319,0.080954
86452,28/11/2003,XLP,SECTOR SPDR TRUST,81369Y30,,21.49000,0.011770,13500,0.016593,0.038147
86452,31/12/2003,XLP,SECTOR SPDR TRUST,81369Y30,,21.78000,0.017718,14000,0.045488,0.038908
86452,30/01/2004,XLP,SECTOR SPDR TRUST,81369Y30,,21.78000,0.000000,15450,0.023051,0.065763
86452,27/02/2004,XLP,SECTOR SPDR TRUST,81369Y30,,23.02000,0.056933,16850,0.015458,0.013720
86452,31/03/2004,XLP,SECTOR SPDR TRUST,81369Y30,,22.88000,-0.002540,18200,-0.010674,0.006293
86452,30/04/2004,XLP,SECTOR SPDR TRUST,81369Y30,,23.18000,0.013112,20950,-0.024232,-0.043590
86452,28/05/2004,XLP,SECTOR SPDR TRUST,81369Y30,,23.05000,-0.005608,22351,0.014068,0.002593
86452,30/06/2004,XLP,SECTOR SPDR TRUST,81369Y30,,23.09000,0.005499,26301,0.021598,0.022731
86452,30/07/2004,XLP,SECTOR SPDR TRUST,81369Y30,,21.95000,-0.049372,26051,-0.037667,-0.051090
86452,31/08/2004,XLP,SECTOR SPDR TRUST,81369Y30,,22.34000,0.017768,28201,0.002713,-0.004742
86452,30/09/2004,XLP,SECTOR SPDR TRUST,81369Y30,,21.66000,-0.026278,28801,0.020547,0.041601
86452,29/10/2004,XLP,SECTOR SPDR TRUST,81369Y30,,21.80000,0.006463,26451,0.017806,0.020845
86452,30/11/2004,XLP,SECTOR SPDR TRUST,81369Y30,,22.34000,0.024771,26301,0.048207,0.079935
86452,31/12/2004,XLP,SECTOR SPDR TRUST,81369Y30,,23.08000,0.037389,32651,0.035178,0.052928
86452,31/01/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.35000,0.011698,29701,-0.026555,-0.029282
86452,28/02/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.32000,-0.001285,31152,0.022680,0.016643
86452,31/03/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.02000,-0.008768,33302,-0.016949,-0.031842
86452,29/04/2005,XLP,SECTOR SPDR TRUST,81369Y30,,22.78000,-0.010426,33952,-0.025185,-0.046513
86452,31/05/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.31000,0.023266,33852,0.037956,0.043820
86452,30/06/2005,XLP,SECTOR SPDR TRUST,81369Y30,,22.75000,-0.019207,35202,0.011532,0.032139
86452,29/07/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.48000,0.032088,33302,0.043325,0.058751
86452,31/08/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.07000,-0.017462,35902,-0.005945,-0.007216
86452,30/09/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.28000,0.014065,37552,0.010606,0.010533
86452,31/10/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.17000,-0.004725,34652,-0.020877,-0.033876
86452,30/11/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.38000,0.009063,35003,0.040329,0.034319
86452,30/12/2005,XLP,SECTOR SPDR TRUST,81369Y30,,23.29000,0.001300,33703,0.003456,0.013484
86452,31/01/2006,XLP,SECTOR SPDR TRUST,81369Y30,,23.33000,0.001717,38603,0.040044,0.076354
86452,28/02/2006,XLP,SECTOR SPDR TRUST,81369Y30,,23.53000,0.008573,43054,-0.001637,0.004836
86452,31/03/2006,XLP,SECTOR SPDR TRUST,81369Y30,,23.60000,0.008337,44804,0.019053,0.036978
86452,28/04/2006,XLP,SECTOR SPDR TRUST,81369Y30,,23.83000,0.009746,44954,0.012965,0.009791
86452,31/05/2006,XLP,SECTOR SPDR TRUST,81369Y30,,23.88000,0.002098,46954,-0.031045,-0.044331
86452,30/06/2006,XLP,SECTOR SPDR TRUST,81369Y30,,24.19000,0.018284,50104,-0.000386,-0.008479
86452,31/07/2006,XLP,SECTOR SPDR TRUST,81369Y30,,24.57000,0.015709,55304,-0.001884,-0.022698
86452,31/08/2006,XLP,SECTOR SPDR TRUST,81369Y30,,25.52000,0.038665,57805,0.025048,0.025011
86452,29/09/2006,XLP,SECTOR SPDR TRUST,81369Y30,,25.38000,-0.000455,57705,0.019424,0.009006
86452,31/10/2006,XLP,SECTOR SPDR TRUST,81369Y30,,25.83000,0.017731,60255,0.037133,0.046211
86452,30/11/2006,XLP,SECTOR SPDR TRUST,81369Y30,,25.61000,-0.008517,56455,0.023705,0.031168
86452,29/12/2006,XLP,SECTOR SPDR TRUST,81369Y30,,26.12000,0.025061,56855,0.010854,0.014800
86452,31/01/2007,XLP,SECTOR SPDR TRUST,81369Y30,,26.65000,0.020291,60406,0.019401,0.022283
86452,28/02/2007,XLP,SECTOR SPDR TRUST,81369Y30,,26.30000,-0.013133,56806,-0.013994,0.002111
86452,30/03/2007,XLP,SECTOR SPDR TRUST,81369Y30,,26.65000,0.018214,62106,0.012946,0.006545
86452,30/04/2007,XLP,SECTOR SPDR TRUST,81369Y30,,27.40000,0.028143,64307,0.039821,0.027044
86452,31/05/2007,XLP,SECTOR SPDR TRUST,81369Y30,,27.77000,0.013504,62207,0.038932,0.023123
86452,29/06/2007,XLP,SECTOR SPDR TRUST,81369Y30,,27.05000,-0.019835,60007,-0.014754,-0.007906
86452,31/07/2007,XLP,SECTOR SPDR TRUST,81369Y30,,26.28000,-0.028466,61958,-0.031758,-0.043537
86452,31/08/2007,XLP,SECTOR SPDR TRUST,81369Y30,,26.90000,0.023592,66108,0.011631,-0.011712
86452,28/09/2007,XLP,SECTOR SPDR TRUST,81369Y30,,27.98000,0.045867,74808,0.040849,0.025364
86452,31/10/2007,XLP,SECTOR SPDR TRUST,81369Y30,,28.41000,0.015368,70959,0.025834,0.017406
86452,30/11/2007,XLP,SECTOR SPDR TRUST,81369Y30,,29.19000,0.027455,67159,-0.049327,-0.076617
86452,31/12/2007,XLP,SECTOR SPDR TRUST,81369Y30,,28.80000,-0.008318,76959,-0.004428,-0.010989
86452,31/01/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.20000,-0.055556,78710,-0.062147,-0.045066
86452,29/02/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.13000,-0.002574,82360,-0.021664,-0.021401
86452,31/03/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.86000,0.032302,87360,-0.010419,-0.025309
86452,30/04/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.65000,-0.007538,88962,0.051106,0.031907
86452,30/05/2008,XLP,SECTOR SPDR TRUST,81369Y30,,28.49000,0.030380,82862,0.023841,0.031787
86452,30/06/2008,XLP,SECTOR SPDR TRUST,81369Y30,,26.75000,-0.056896,86212,-0.078433,-0.086625
86452,31/07/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.40000,0.024299,80063,-0.013328,-0.001295
86452,29/08/2008,XLP,SECTOR SPDR TRUST,81369Y30,,28.14000,0.027007,87163,0.010563,0.013023
86452,30/09/2008,XLP,SECTOR SPDR TRUST,81369Y30,,27.60000,-0.012473,103663,-0.098007,-0.120091
86452,31/10/2008,XLP,SECTOR SPDR TRUST,81369Y30,,24.12000,-0.126087,100964,-0.184621,-0.205222
86452,28/11/2008,XLP,SECTOR SPDR TRUST,81369Y30,,24.07000,-0.002073,109364,-0.084615,-0.130320
86452,31/12/2008,XLP,SECTOR SPDR TRUST,81369Y30,,23.87000,0.000000,101664,0.022148,0.042176
86452,30/01/2009,XLP,SECTOR SPDR TRUST,81369Y30,,22.15000,-0.072057,101664,-0.077323,-0.024042
86452,27/02/2009,XLP,SECTOR SPDR TRUST,81369Y30,,20.36000,-0.080813,101664,-0.100214,-0.107667
86452,31/03/2009,XLP,SECTOR SPDR TRUST,81369Y30,,21.10000,0.042378,85720,0.086690,0.107474
86452,30/04/2009,XLP,SECTOR SPDR TRUST,81369Y30,,22.00000,0.042654,78170,0.109359,0.192762
86452,29/05/2009,XLP,SECTOR SPDR TRUST,81369Y30,,23.12000,0.050909,80620,0.067788,0.102330
86452,30/06/2009,XLP,SECTOR SPDR TRUST,81369Y30,,22.99000,0.002034,83270,-0.003098,0.023921
86452,31/07/2009,XLP,SECTOR SPDR TRUST,81369Y30,,24.52000,0.066551,85420,0.081719,0.085217
86452,31/08/2009,XLP,SECTOR SPDR TRUST,81369Y30,,24.82000,0.012235,75520,0.031459,0.056864
86452,30/09/2009,XLP,SECTOR SPDR TRUST,81369Y30,,25.46000,0.032983,75070,0.045222,0.071255
86452,30/10/2009,XLP,SECTOR SPDR TRUST,81369Y30,,25.83000,0.014533,87220,-0.027993,-0.050612
86452,30/11/2009,XLP,SECTOR SPDR TRUST,81369Y30,,26.78000,0.036779,84670,0.057098,0.028476
86452,31/12/2009,XLP,SECTOR SPDR TRUST,81369Y30,,26.47000,-0.002291,86620,0.028419,0.055001
86452,29/01/2010,XLP,SECTOR SPDR TRUST,81369Y30,,26.20000,-0.010200,86670,-0.037096,-0.011388
86452,26/02/2010,XLP,SECTOR SPDR TRUST,81369Y30,,27.03000,0.031679,92520,0.034774,0.033603
86452,31/03/2010,XLP,SECTOR SPDR TRUST,81369Y30,,27.93000,0.037671,92220,0.063606,0.069289
86452,30/04/2010,XLP,SECTOR SPDR TRUST,81369Y30,,27.63000,-0.010741,90520,0.020043,0.057843
86452,28/05/2010,XLP,SECTOR SPDR TRUST,81369Y30,,26.35000,-0.046326,96470,-0.079136,-0.076929
86452,30/06/2010,XLP,SECTOR SPDR TRUST,81369Y30,,25.50000,-0.024967,101070,-0.050725,-0.056799
86452,30/07/2010,XLP,SECTOR SPDR TRUST,81369Y30,,26.98000,0.058039,117170,0.070292,0.059940
86452,31/08/2010,XLP,SECTOR SPDR TRUST,81369Y30,,26.48000,-0.018532,114770,-0.042813,-0.047566
86452,30/09/2010,XLP,SECTOR SPDR TRUST,81369Y30,,27.88000,0.060327,116020,0.091518,0.096418
86452,29/10/2010,XLP,SECTOR SPDR TRUST,81369Y30,,28.77000,0.031923,119870,0.038531,0.040681
86452,30/11/2010,XLP,SECTOR SPDR TRUST,81369Y30,,28.32000,-0.015641,109270,0.005108,0.010736
86452,31/12/2010,XLP,SECTOR SPDR TRUST,81369Y30,,29.31000,0.043981,104720,0.067150,0.068851
